,Slope_minmax,TimeDiff_minmax,PeakVal1_error,PeakVal2_error,PeakHt1_error,PeakHt2_error,PeakTime1_error,PeakTime2_error,Min1_window,Min2_window,Max1_window,Max2_window,Var1_window,Var2_window,Mean1_window,Mean2_window,Mean_before,Mean_after,Mean_diff,Max_fft,Min_fft,Mean_fft,Var_fft
0,1.0791812476654978,0.08333333302289248,0.6243386243386242,0.2328042328042328,0.044973546570097445,0.13227514132226592,0.0451388891087845,0.020833332906477153,0.037037037037037035,0.0,0.38095238095238093,0.33333333333333326,0.021351585901850448,0.019335964838610338,0.21798941798941796,0.14179894179894176,0.21428571428571427,0.8098177542621987,0.5955320399764844,1.257945094964633,-0.7902082181127843,0.33540114403354626,1.085278849911386
1,1.6142944382688607,0.02430555608589202,0.5813953488372092,0.9999999999999998,0.43217054614436146,0.5813953640415936,0.08680555608589202,0.05555555608589202,0.4186046511627908,0.10465116279069764,0.9999999999999998,0.7209302325581393,0.07026771227690648,0.06277717685235258,0.7232558139534884,0.41395348837209306,0.2758985200845665,0.576499388004896,0.3006008679203295,1.1631058776308432,-0.5150173080618654,0.37575346877225313,0.8855354830141395
2,0.9969944916455139,0.1006944440305233,0.7134146341463417,0.25,0.1046747883660637,0.14735771519533186,0.041666666977107525,0.010416666977107525,0.0,0.04268292682926833,0.3170731707317074,0.3292682926829269,0.018341017251635932,0.016333283759666865,0.1439024390243903,0.20975609756097566,0.14982578397212548,0.7600742311770945,0.610248447204969,1.2907130906161242,-0.7079792946457075,0.3325855176418455,1.1371344945506248
3,1.0122344573415105,0.09722222201526165,0.961904761904762,0.15238095238095228,4.440892098500626e-16,0.8761904761904755,0.04861111112404615,0.010416666977107525,0.0,0.08571428571428585,0.961904761904762,0.961904761904762,0.2365804988662132,0.21367800453514746,0.4323809523809524,0.6247619047619049,0.26031746031746045,0.961904761904762,0.7015873015873015,1.4090470543415725,-0.5286455132521471,0.5177819236759869,1.3513202540397484
4,0.9969944876287257,0.10069444496184587,0.7735849056603772,0.3647798742138364,0.08385745299671443,0.10482180451650175,0.07638888887595385,0.04166666709352285,0.18867924528301883,0.23270440251572322,0.4276729559748427,0.4591194968553458,0.009382540247616783,0.008872275622008619,0.30062893081761,0.3547169811320754,0.05929919137466306,0.5488105004101722,0.48951130903550916,1.1472970659450896,-0.7610226977229491,0.24850618834344154,0.8990314347376808
5,0.0,0.0,0.69,0.98,0.07333333232750394,0.3700000394508267,0.020833333022892475,0.04166666616220027,0.4099999999999999,0.29000000000000004,0.96,0.8599999999999999,0.051469999999999974,0.051469999999999974,0.692,0.5579999999999999,0.83,0.40999999999999986,-0.4200000000000001,1.2113875529368587,-0.27223380487513854,0.7913478807705434,0.9906931369404415
6,1.2833012312921463,0.052083333022892475,0.01005025125628134,0.9346733668341708,0.12562814817281887,0.21440537695396988,0.017361111007630825,0.07986111100763083,0.2412060301507537,0.3015075376884422,0.5728643216080401,0.5879396984924622,0.01748188177066235,0.015739501527739178,0.3899497487437186,0.45929648241206034,0.04466778336125064,0.5269203158650394,0.48225253250378874,1.0844235739979438,-0.855605931261756,0.1537011809179219,0.8262569108737732
7,1.0976646529374572,0.0798611108912155,0.8018867924528301,0.3867924528301887,0.0974842795762435,0.1556603673950957,0.06597222213167697,0.03472222213167697,0.15094339622641506,0.1132075471698113,0.4811320754716981,0.4339622641509433,0.02040761836952653,0.020407618369526523,0.3339622641509433,0.260377358490566,0.08404802744425378,0.7140019860973187,0.6299539586530649,1.1866152190437391,-0.8194207807605408,0.22380729942451363,0.9723498122115073
8,1.0614524764338815,0.08680555608589202,0.47773279352226716,0.9595141700404859,0.09379216133743729,0.10728745000353945,0.03819444391410798,0.08333333290647715,0.31983805668016196,0.27935222672064774,0.6275303643724697,0.5708502024291497,0.015648510875444624,0.01395695717025357,0.47854251012145743,0.4089068825910931,0.010121457489878527,0.6281532232949237,0.6180317658050452,1.2387468157535062,-0.8154342517503474,0.24782541719906673,1.0624963673307146
9,1.1806388820379339,0.06597222294658422,0.14285714285714288,0.9999999999999999,0.16338259810566524,0.4096880706947824,0.006944445078261197,0.06597222294658422,0.4482758620689655,0.4482758620689655,0.9704433497536945,0.9999999999999999,0.05772282753767379,0.05446140406221941,0.680788177339901,0.7911330049261079,0.14039408866995073,0.5995484400656814,0.4591543513957307,1.1895718984852919,-0.6711575942982082,0.22485955808683578,0.9455744752680987
10,1.505149978319906,0.03125,0.8039215686274509,0.823529411764706,0.19498909912061946,0.44662311734846794,0.0798611108912155,0.052083333022892475,0.039215686274509776,0.1568627450980392,0.6078431372549019,0.7189542483660131,0.05227476611559656,0.04960912469562988,0.3189542483660131,0.4549019607843138,0.16209150326797386,0.5783006535947712,0.4162091503267974,1.2026983955211308,-0.81618638140733,0.2841979511959984,0.9913091698979448
11,1.2041199826559246,0.0625,0.8840579710144929,0.9565217391304348,0.30193239136414696,0.347826121860874,0.05208333407063037,0.07986111112404615,0.24637681159420288,0.18840579710144922,0.8405797101449275,0.7536231884057971,0.06200378071833648,0.05349716446124765,0.553623188405797,0.4231884057971014,0.1594202898550724,0.7798481711525189,0.6204278812974465,1.2730851855954262,-0.8291647273991415,0.3874941943848158,1.1157859929012655
12,0.0,0.0,0.3448275862068968,0.3793103448275863,0.25287358068871946,0.2605364008439115,0.041666666977107525,0.0694444440305233,0.49425287356321856,0.49425287356321856,0.9885057471264367,0.9310344827586206,0.044285903025498674,0.032078213766679825,0.7448275862068966,0.6482758620689656,1.0,0.4003170828378916,-0.5996829171621084,1.1006873749560926,-0.09457908017011415,0.5725150666289932,0.7549387357024412
