Slope_minmax,PeakVal1_error,PeakVal2_error,PeakHt1_error,PeakHt2_error,Min1_window,Min2_window,Max1_window,Max2_window,Var1_window,Var2_window,Mean1_window,Mean2_window,Sig_coef1,Sig_coef2,Sig_coef3,Sig_coef4,Max_fft,Min_fft,Mean_fft,Var_fft
0.22395833333333345,0.7866323907455013,0.6925,0.3791946308724851,0.4189944134078219,0.6722222222222222,0.6638888888888889,0.73,0.7268170426065163,0.15198066126013654,0.14870571459910004,0.7025052192066802,0.684126984126984,-0.00019077376106864998,0.15621857527960348,0.005126305029295626,0.0012714307380487855,0.704448610874382,-0.305146494096378,0.6340143481676123,0.5019044281004948
0.18181818181818182,0.37017994858611825,0.5,0.1979865771812081,0.24208566108007348,0.41944444444444445,0.3916666666666666,0.49,0.46616541353383456,0.09149511332917433,0.08898212131183503,0.4514613778705638,0.4285714285714288,-0.0003411696397383044,0.14043617190196087,0.18751910414903472,0.0007605059886150356,0.3774501448781318,-0.3681537727012691,0.35143330374786813,0.14884846961507225
0.19318181818181818,0.519280205655527,0.47,0.3087248322147666,0.2756052141527,0.25,0.23055555555555554,0.3975,0.3583959899749373,0.1904501975462676,0.1717396073269716,0.3282881002087682,0.2925925925925927,0.0005792844220522559,0.10081656054088135,0.003870474535698158,0.00036801796596094545,0.37659792057269464,-0.5439918748950976,0.2843991725923257,0.155169975737464
0.24553571428571427,0.38303341902313626,0.535,0.30536912751677947,0.17504655493482424,0.3416666666666667,0.3277777777777778,0.4225,0.40350877192982454,0.0984612185485549,0.08988702424042996,0.3825678496868474,0.3608465608465608,0.00032038403180896123,0.14675671408505997,0.12474196299692171,0.0006650416502323204,0.43301516959263675,-0.22676275353852623,0.4183387198072816,0.19196573844836803
0.1002155172413793,0.33676092544987146,0.4,0.17114093959731524,0.10055865921787599,0.3111111111111111,0.2972222222222222,0.365,0.3483709273182957,0.04946454564358469,0.047905012613798204,0.3382045929018787,0.3222222222222222,0.00037177871003513053,0.0786567612741203,0.002012150416922122,0.0004291308461520092,0.37497869439236403,-0.2735011265302494,0.3188753353401762,0.1451821704974405
0.18124999999999994,0.48329048843187655,0.405,0.41275167785235084,0.3538175046554941,0.39444444444444443,0.37222222222222223,0.4625,0.45614035087719296,0.09604387606571026,0.09712624766918913,0.42797494780793305,0.40687830687830684,8.857435140386799e-06,0.09752937082735677,0.4999944905558344,0.0007605465258709855,0.4390659621612407,-0.06409460417993335,0.4374683592318751,0.19421249163393703
0.21250000000000008,0.2493573264781491,0.485,0.15436241610738194,0.1527001862197394,0.31388888888888883,0.3638888888888889,0.4475,0.48621553884711777,0.17488043252235358,0.1733848853789618,0.382045929018789,0.4301587301587301,0.0007702694550033929,0.10653818253398185,0.0022476467596665756,0.0004095403090578803,0.44281574910516447,-0.6321983263510675,0.31919743967166864,0.21553063629249328
0.1918103448275862,0.6221079691516709,0.4,0.2718120805369164,0.17318435754190029,0.4222222222222222,0.4444444444444445,0.5,0.5263157894736842,0.10753275109170335,0.1007184380827029,0.461377870563674,0.4984126984126983,0.0008410672642815248,0.14138183254853998,0.0014640753345318645,0.0006393841684559226,0.5183228225668995,-0.43081528851604767,0.44120606105346005,0.2824942677800786
0.265625,0.32904884318766064,0.31,0.11073825503355579,0.2867783985102424,0.26111111111111107,0.25555555555555554,0.3525,0.3383458646616541,0.10909232688708677,0.10030711856970506,0.31106471816283915,0.2894179894179894,0.0001640263006872542,0.07001785213902309,0.018763614859457267,0.0004373613775286092,0.3118288733594682,-0.11748184910501203,0.28266547756130944,0.0987829727552304
0.21634615384615383,0.37017994858611825,0.4825,0.2583892617449689,0.15083798882681448,0.3277777777777778,0.3527777777777778,0.4275,0.45614035087719296,0.12884695362861295,0.13066249862893464,0.376304801670146,0.4153439153439154,0.0003654326097030332,0.10085755430329531,0.0051978791478368815,0.0005453410374176878,0.4172490199420486,-0.36258960191943423,0.35239012783195645,0.18039906505632797
0.05729166666666661,0.6709511568123393,0.835,0.3724832214765064,0.4096834264432022,0.7277777777777777,0.7611111111111112,0.8225,0.8370927318295739,0.19845601996256904,0.1876439618295484,0.7646137787056363,0.813227513227513,-0.0007253468001727937,0.10030608909839589,0.16991715584876038,0.0014434486970997854,0.6214419635247996,-0.20881119943650167,0.7398554560540587,0.40688395647046177
0.22844827586206898,0.6555269922879177,0.4375,0.5402684563758386,0.31098696461824893,0.4083333333333333,0.425,0.5075,0.5288220551378445,0.16198793928051528,0.15158495119008344,0.4561586638830894,0.496296296296296,0.0010156907650541403,0.09290230231139654,0.0011663844416044875,0.0004582908410239604,0.573376512698142,-0.6101732381713184,0.44283546116920997,0.35052221781900733
0.2421875,0.442159383033419,0.495,0.20134228187919476,0.26256983240223436,0.4361111111111111,0.4444444444444445,0.495,0.49874686716791977,0.07797878976918263,0.07535373478117757,0.456680584551148,0.48518518518518516,0.00032536568686697236,0.03575443305090773,0.004538425116305426,0.00048827182011058635,0.4317368331344809,-0.16879548465354102,0.3682488237804872,0.1901474580442446
0.12202380952380958,0.4704370179948586,0.5175,0.5201342281879195,0.3109869646182504,0.40277777777777773,0.39444444444444443,0.4775,0.45864661654135336,0.09846121854855479,0.09177909400021936,0.44258872651356956,0.42275132275132254,0.00030469189310290993,0.1017903860397069,0.0018640155778863984,0.0006453528088377993,0.45653656042270324,-0.2376227002742746,0.3845287561591148,0.2127221957314744
0.3494318181818182,0.5269922879177378,0.3825,0.3758389261744949,0.2923649906890147,0.3111111111111111,0.2888888888888889,0.475,0.43609022556390975,0.25797982948638015,0.22970823735878054,0.3966597077244258,0.35661375661375666,0.00041222261972744965,0.0952132970558237,0.007442963955918998,0.0005155718081240213,0.4199761377194477,-0.44055931300912526,0.3566869005997415,0.18472126256781818
0.27083333333333326,0.2750642673521851,0.2775,0.36577181208053666,0.21042830540037194,0.23888888888888887,0.26111111111111107,0.3225,0.3358395989974937,0.08751819505094631,0.07521662827684573,0.28131524008350717,0.31058201058201046,0.000493196286310537,0.15130712989258283,0.002852743952123918,0.0004836763158302733,0.3497528549514231,-0.222824078703219,0.3342285196883917,0.12802669508935416
0.0,0.665809768637532,0.5625,0.1778523489932881,0.1862197392923644,0.49444444444444446,0.5166666666666667,0.5525,0.5639097744360902,0.0848149303389484,0.07787649446089784,0.5182672233820456,0.5502645502645501,-0.0002890525830902175,0.10701487161390978,0.24998486821478388,0.0011509531392992032,0.5838588716550196,-0.11561989791502385,0.6347994273473782,0.34292174351645244
0.18973214285714285,0.4601542416452442,0.3675,0.36577181208053894,0.31284916201117285,0.3972222222222222,0.38888888888888884,0.5025,0.48621553884711777,0.15837492202120962,0.15035099265109103,0.4556367432150311,0.42962962962962964,0.0007647548186826004,0.12336791222506686,0.0018892759697700843,0.0006063093715143847,0.5193454917334241,-0.5263142758506554,0.4090542158399764,0.2866694811658169
0.27148437499999994,0.5526992287917737,0.6275,0.5067114093959734,0.2905027932960873,0.3611111111111111,0.3333333333333333,0.4925,0.45112781954887216,0.18415990850488675,0.17105407480530893,0.427974947807933,0.39312169312169304,0.0005329492759097462,0.10759163410293687,0.003901699139319407,0.0005533261697756929,0.4596897903528208,-0.5084198140645882,0.34692294769711757,0.22391889261514392
0.1840277777777778,0.4087403598971722,0.51,0.6711409395973148,0.37988826815642485,0.4444444444444445,0.3361111111111111,0.51,0.39849624060150374,0.08897379912663748,0.08931117692223338,0.47129436325678464,0.3724867724867723,0.00039489563062224597,0.15951763785627632,0.0029748647015796544,0.000645597497444662,0.4194648031361854,-0.15501990336362106,0.409587633448671,0.17938793024567404
