,Slope_minmax,TimeDiff_minmax,PeakVal1_error,PeakVal2_error,PeakHt1_error,PeakHt2_error,PeakTime1_error,PeakTime2_error,Min1_window,Min2_window,Max1_window,Max2_window,Var1_window,Var2_window,Mean1_window,Mean2_window,Sig_coef1,Sig_coef2,Sig_coef3,Sig_coef4,Max_fft,Min_fft,Mean_fft,Var_fft
0,0.1333866880085367,0.7497,0.475,0.4475,0.01583333333333331,0.023333333333333373,1.9159,1.4994,0.3875,0.375,0.4625,0.4475,0.0009074999999999945,0.0008856249999999988,0.42700000000000005,0.4095000000000001,0.07852332937923864,1.3554309011776513,0.41833282965896973,0.37492729490450566,0.5525847139996658,-0.8172190936447715,0.3765111385127547,5.118316378704862
1,0.10075458754930544,1.1662,0.475,0.4475,0.01583333333333331,0.023333333333333373,1.9159,1.4994,0.3875,0.375,0.4625,0.4475,0.0009074999999999955,0.0008856249999999999,0.42700000000000005,0.4095000000000001,0.09267482472759382,1.3166523853073022,0.3644126840068875,0.36107258399390013,0.5494083585244707,-0.9573376468139434,0.36396589417741604,4.984341327875632
2,0.10075458754930544,1.1662,0.475,0.4475,0.01583333333333331,0.023333333333333373,1.9159,1.4994,0.3875,0.375,0.4625,0.4475,0.0009074999999999955,0.0008856249999999999,0.42700000000000005,0.4095000000000001,0.09267482472759382,1.3166523853073022,0.3644126840068875,0.36107258399390013,0.5494083585244707,-0.9573376468139434,0.36396589417741604,4.984341327875632
3,0.09646715829188816,1.1662000000000001,0.5025,0.4775,0.02208333333333301,0.04708333333333348,1.1662,0.5831,0.4225,0.4125,0.4875,0.4775,0.0007924999999999987,0.0006424999999999985,0.4534999999999999,0.4385,-0.07146089511937238,0.37527704961508135,0.0,0.4658173159467743,0.5743398799536942,-0.7375579718176534,0.4188760851128248,6.2409791156431345
4,0.11433144686446008,1.7493,0.2175,0.335,0.01999999999999985,0.053333333333333344,0.4165,1.4994,0.2675,0.2425,0.3625,0.335,0.0014668750000000016,0.0012268750000000014,0.31050000000000005,0.28650000000000003,0.1726100407115289,1.3652529555122999,0.2990985106039121,0.20723811521035798,0.4737168609435254,-1.5250114061981124,0.2436674203724275,2.5662300188942075
5,0.0,0.0,0.3025,0.31,0.014999999999999902,0.02125000000000027,1.1662,1.666,0.2575,0.25,0.3075,0.3,0.0004106249999999989,0.0004106249999999989,0.28450000000000003,0.273,-0.05821428571185803,1.9479550312048375,0.9585430403150942,0.30499999999943006,0.4782642958901185,-0.16282094368995959,0.30784611860923705,2.55925596887013
6,0.21008403361344535,0.6664,0.3025,0.3375,0.015000000000000013,0.03166666666666662,1.9159,0.5831,0.2275,0.21,0.3225,0.3025,0.0014450000000000003,0.0014168750000000008,0.277,0.2545,-0.1002272144282864,0.26841231416605377,0.0,0.30962326245728905,0.48248318741554896,-0.48648545019129225,0.2644774174412064,2.693086171470081
7,0.11433144686446008,1.7493,0.4975,0.66,0.04333333333333328,0.04874999999999963,0.1666,1.7493,0.53,0.565,0.6525,0.66,0.0025487500000000145,0.001476250000000026,0.5984999999999999,0.6244999999999999,0.09343215290712553,1.0550754331903924,0.4014584710298676,0.4809267112369043,0.6097267685384054,-1.1634830211157592,0.45890604688840014,8.727625603032488
8,0.14385064370575812,2.4157,0.3225,0.4975,0.02041666666666675,0.04333333333333306,0.3332,1.1662,0.3825,0.4025,0.4825,0.4975,0.0016637499999999873,0.0014624999999999814,0.43199999999999994,0.45499999999999996,0.0,0.0,0.0,0.0,0.5714292755566953,-1.4090233261322571,0.3827119365106249,6.228580363974868
9,0.1340536214485794,2.499,0.3225,0.4975,0.020416666666666583,0.0433333333333335,0.4165,1.2495,0.3825,0.4025,0.4825,0.4975,0.0016637499999999656,0.0014624999999999545,0.43199999999999994,0.45499999999999996,0.0,0.0,0.0,0.0,0.5658093321745628,-1.4791074076287172,0.3722125358761649,5.919656618459216
10,0.2330343902266789,1.4161000000000001,0.47,0.68,0.03833333333333344,0.08333333333333248,0.9996,1.5827,0.445,0.405,0.65,0.6125,0.007298749999999975,0.006765624999999995,0.5464999999999998,0.5175,0.14137500000000294,0.8402445127371626,0.8581051717779425,0.36874999999999997,0.5771739406104979,-1.8837258828563035,0.38440605336249367,6.6335422683963365
11,0.22342270241429907,1.4994,0.47,0.68,0.038333333333333997,0.08333333333333359,1.3328,1.9159,0.405,0.3775,0.6125,0.5725,0.006765624999999995,0.006648124999999997,0.5174999999999998,0.4704999999999998,0.20535292804816166,1.326219111044619,0.4265011644062469,0.36294052127928106,0.5768312267877478,-2.3453034585090435,0.3485743616084609,6.64143079346151
12,0.0,0.0,0.4325,0.4175,0.021666666666666667,0.03791666666666643,1.666,2.1658,0.54,0.53,0.62,0.6025,0.0010268750000000087,0.0008918750000000196,0.581,0.563,-0.19416666666666757,1.2473967774780177,0.8580101717765348,0.6135000000000008,0.6016864484020887,-0.2406806263493242,0.6098437093271838,8.045100932452128
13,0.0,0.0,0.4325,0.4175,0.021666666666666667,0.03791666666666643,1.666,2.1658,0.54,0.53,0.62,0.6025,0.0010268750000000087,0.0008918750000000196,0.581,0.563,-0.19416666666666757,1.2473967774780177,0.8580101717765348,0.6135000000000008,0.6016864484020887,-0.2406806263493242,0.6098437093271838,8.045100932452128
14,0.0,0.0,0.62,0.4325,0.01791666666666658,0.021666666666666667,0.6664,1.7493,0.54,0.53,0.62,0.6025,0.0010268750000000486,0.0008918750000000635,0.581,0.563,-0.20183333333333336,1.248766952797015,1.0000010903875134,0.6288333333333334,0.6064930923683342,-0.22104577008569415,0.6168214649261501,8.41719257072894
15,0.05729564553093964,0.9163,0.725,0.7275,0.023749999999999716,0.03375000000000006,0.4998,0.833,0.54,0.53,0.62,0.6025,0.001026875000000083,0.000891875000000102,0.581,0.563,-0.16651281279004526,1.3736225616687505,0.9457588927621251,0.7079412933794528,0.6462941562327774,-1.045428743784495,0.6541080788586201,12.122496653429952
16,0.05729564553093964,0.9163,0.725,0.7275,0.02375000000000016,0.033749999999999836,0.5831,0.9163,0.54,0.53,0.62,0.6025,0.0010268750000000837,0.0008918750000001027,0.581,0.563,-0.15234375000000006,1.3363217668046317,0.8996652512950662,0.70984375,0.648880255549567,-1.1040533161224648,0.6584588697943671,12.39855852969235
17,0.2495735136159727,1.5827,0.365,0.565,0.029166666666666285,0.036666666666666514,0.4165,1.4994,0.3175,0.3525,0.4975,0.535,0.005455,0.005019999999999999,0.4085000000000001,0.4520000000000001,0.33813743938087465,1.4016656852869536,0.2610568931341006,0.33922573535343564,0.590062937582027,-2.7662603081069777,0.4078572332280838,7.559917799884176
18,0.3001200480192077,1.2495,0.365,0.565,0.029166666666666508,0.036666666666666736,0.7497,1.8326,0.3175,0.3525,0.4975,0.535,0.005455,0.005019999999999999,0.4085000000000001,0.4520000000000001,0.2517361111111111,1.5011036337317882,0.8996707624556493,0.3422222222222222,0.5684395199377585,-1.8783429608242135,0.394331700726649,6.160501904963318
19,0.0,0.0,0.3225,0.5475,0.01499999999999968,0.04624999999999979,1.8326,0.9996,0.39,0.42,0.5125,0.5375,0.002326250000000041,0.00221562500000003,0.4505000000000002,0.48000000000000015,-0.2713333333333333,1.2501401529804295,1.0000031148842654,0.5736666666666667,0.5670885537883832,-0.8038849034310861,0.5369006546525125,6.030031638646607
20,0.2736388673116305,1.4161000000000001,0.6325,0.3925,0.026666666666666505,0.033333333333333215,2.0825,0.4998,0.3075,0.285,0.465,0.43,0.003908124999999992,0.003548124999999992,0.389,0.35300000000000004,0.39137011128514615,0.6319132550807851,0.22854506482830947,0.24227759673609142,0.6079839252656469,-2.1884799135414013,0.38811305110518785,8.852780154723117
21,0.24957351361597271,1.5827,0.5675,0.3925,0.025416666666666643,0.033333333333333326,1.1662,0.6664,0.3075,0.285,0.465,0.43,0.003908124999999994,0.0035481249999999936,0.3889999999999999,0.3529999999999999,0.3943880528593248,0.8090161651692921,0.22570340567762062,0.2441423459477257,0.5986402790628096,-2.7318326483046476,0.3604347235021736,8.215688624610038
22,0.24957351361597271,1.5827,0.5675,0.3925,0.025416666666666754,0.033333333333333215,1.5827,1.0829,0.3075,0.285,0.465,0.43,0.003908124999999994,0.0035481249999999936,0.3889999999999999,0.3529999999999999,0.38593790779165704,1.2609013168968688,0.22957127713706918,0.2596965972407056,0.5727535857048314,-3.2503105822503766,0.3390361276961342,6.586987770245843
23,0.18229514027833355,2.2491,0.39,0.3275,0.027499999999999913,0.038333333333333275,1.0829,0.3332,0.33,0.3525,0.445,0.4575,0.0021856249999999845,0.0018031249999999784,0.38699999999999996,0.4125,0.4047982245882123,1.4826510716695174,0.1646880495379173,0.29679643621529517,0.5789549331131725,-2.595923267692925,0.35216324949449035,6.869958061834515
24,0.17149717029669007,2.3324000000000003,0.39,0.3275,0.027499999999999858,0.03833333333333322,1.4994,0.7497,0.33,0.3525,0.445,0.4575,0.0021856249999999836,0.0018031249999999775,0.38700000000000007,0.4125,0.6645946935004194,2.2277789783828483,0.08286756554325221,0.2536913117855347,0.545349413413381,-1.8678401039870505,0.34731477717375425,5.018678695556747
25,0.10583180640677325,1.5826999999999998,0.29,0.225,0.03291666666666665,0.052083333333333315,1.8326,1.0829,0.165,0.155,0.2625,0.255,0.0018237500000000038,0.0017700000000000025,0.21850000000000008,0.1970000000000001,0.11310932272201757,1.1198868895592875,0.38324677282970554,0.1732519262514676,0.43166143006022795,-1.1237246723016732,0.20303193999898245,1.7291504103725066
26,0.2479939344158716,1.5827,0.5325,0.3775,0.03708333333333347,0.03791666666666632,0.9996,0.4998,0.25,0.225,0.415,0.3775,0.004214374999999992,0.003929374999999999,0.33599999999999997,0.298,0.3805869000108603,0.5123527958778157,0.2322316548657765,0.1804575432630071,0.585204205862659,-1.786017637034046,0.3414189041687944,7.186092607682631
27,0.2479939344158716,1.5827,0.5325,0.3775,0.037083333333333246,0.03791666666666654,1.1662,0.6664,0.25,0.225,0.415,0.3775,0.004214374999999991,0.003929374999999997,0.336,0.29800000000000004,0.37038314411474504,0.7104544851207023,0.23385166633680768,0.19635237906826117,0.5762206190294773,-2.414045704281107,0.3256266970880348,6.693859794466117
28,0.2479939344158716,1.5827,0.5325,0.3775,0.03708333333333336,0.03791666666666643,1.5827,1.0829,0.25,0.225,0.415,0.3775,0.004214374999999991,0.003929374999999997,0.336,0.29800000000000004,0.3839389355942028,1.193722368013664,0.21878833688119778,0.20962390031660744,0.551987334693194,-3.163171190978167,0.2826026010958795,5.507217423079651
29,0.24799393441587161,1.5826999999999998,0.5325,0.3775,0.03708333333333358,0.03791666666666654,1.666,1.1662,0.25,0.225,0.415,0.3775,0.004214374999999991,0.003929374999999997,0.33599999999999997,0.29799999999999993,0.38818464706488104,1.289476215836753,0.2151862790256667,0.21099029257711294,0.546228731241597,-3.1237626869473663,0.2853684706827375,5.240236408520842
30,0.15756302521008403,1.3328000000000002,0.4875,0.4825,0.038749999999999396,0.047916666666666274,1.8326,1.4994,0.3675,0.365,0.4875,0.4825,0.0024762499999999936,0.002104374999999992,0.43200000000000005,0.42449999999999993,0.10819649322893625,1.1598197850418646,0.4073663700369326,0.3148054980255113,0.5313379885953713,-1.2675788483790986,0.31900797415438586,4.281059315651722
31,0.15756302521008403,1.3328000000000002,0.4875,0.4825,0.03875000000000006,0.04791666666666661,2.0825,1.7493,0.365,0.3425,0.4825,0.4525,0.0021043749999999917,0.0019643749999999948,0.42449999999999993,0.39649999999999996,0.1355930363774615,1.449676759088162,0.37863278459095634,0.3145693276110464,0.5308675654457226,-1.425425425314593,0.3038040529321869,4.2732407990348795
32,0.0,0.0,0.3325,0.2875,0.02083333333333326,0.021666666666666667,0.833,1.4161,0.305,0.24,0.365,0.2875,0.0005643749999999998,0.00044187499999999923,0.33349999999999996,0.2655,-0.08483333333333336,1.2523421084822706,0.8996549422847399,0.3265,0.47304182305344156,-0.3538141656191578,0.32165230330581773,2.448105521584514
33,0.16241790833980652,1.4161000000000001,0.385,0.44,0.027916666666666756,0.04249999999999976,0.9163,1.3328,0.23,0.2525,0.3175,0.3325,0.0011831250000000012,0.001029375,0.274,0.29450000000000004,0.24978443998644181,0.48076659212996176,0.17664155108852486,0.1906856266229078,0.5386839526420782,-1.1269354615126947,0.30210699274892716,4.5899787439644575
34,0.16840069361077767,1.4994,0.385,0.44,0.027916666666666756,0.04250000000000015,0.9996,1.4161,0.2075,0.23,0.295,0.3175,0.0012106250000000012,0.0011831249999999993,0.25199999999999995,0.2739999999999999,0.30220318691111336,0.4524497071672053,0.15530673386903507,0.14237993806369856,0.5346490060577647,-1.2853677718736147,0.2845491972571944,4.4508470769209305
35,0.2385164592152651,1.5827,0.5175,0.395,0.044166666666666576,0.05249999999999999,2.0825,1.0829,0.2075,0.1875,0.36,0.33,0.003638750000000003,0.003509375000000002,0.2895,0.25499999999999995,0.32760666695294866,0.9041865040410597,0.26644877009697704,0.15493873789938153,0.5253348523706426,-2.7549507300369194,0.2161137894167182,4.325151080023945
36,0.2508146115589093,1.1662,0.6325,0.575,0.058333333333333015,0.07916666666666639,1.2495,1.9992,0.4025,0.4275,0.5125,0.5325,0.0019674999999999884,0.0018374999999999854,0.45650000000000013,0.4825000000000001,0.15050000000000002,0.8315255375602889,1.0001417094770149,0.41,0.5999118578986387,-1.7074314315708115,0.39643030445949234,8.081113174996476
37,0.20831862156627354,1.4161000000000001,0.5775,0.6325,0.024583333333332846,0.058333333333333015,1.4994,1.7493,0.4025,0.4275,0.5125,0.5325,0.0019674999999999884,0.0018374999999999854,0.45650000000000013,0.4825000000000001,0.2386394379452493,1.171065246133359,0.28693844559503057,0.36464280897115625,0.5913143040867295,-2.2856534415774403,0.41715649042149705,7.48508751895083
38,0.2851140456182472,1.1662000000000001,0.3625,0.59,0.05999999999999989,0.06125000000000025,0.833,1.666,0.2875,0.2725,0.4125,0.3975,0.002992500000000003,0.002782500000000001,0.35350000000000004,0.3255,0.26123623916278627,1.100114799496125,0.270883651159623,0.3033902690828432,0.5718586132808983,-2.418461882381361,0.3564028761509945,6.331942312451941
39,0.2851140456182472,1.1662000000000001,0.3625,0.59,0.06000000000000005,0.061249999999999916,1.0829,1.9159,0.2875,0.2725,0.4125,0.3975,0.0029925000000000064,0.0027825000000000046,0.3534999999999999,0.32549999999999996,0.24885372341162637,1.4006727178089762,0.2799927074585306,0.3234434313771058,0.5640784246203658,-2.276976660568409,0.3838679902136827,5.869017946734472
40,0.0,0.0,0.4875,0.6025,0.014999999999999958,0.06916666666666649,0.9163,0.3332,0.5125,0.5225,0.6025,0.6025,0.0014450000000000068,0.001242500000000003,0.5530000000000002,0.5710000000000001,-0.20966666666666664,1.2489884855737683,0.8996565955987904,0.5406666666666666,0.5651266680716401,-0.11809201989263196,0.5631533457848794,5.764226454292587
41,0.26192295099858126,0.9163,0.6025,0.665,0.06916666666666627,0.07249999999999968,1.5827,0.7497,0.585,0.59,0.6925,0.6925,0.002310625000000009,0.0022581250000000054,0.6279999999999999,0.6489999999999999,-0.08479166666666667,1.5020053099148976,1.0000012075561673,0.5958333333333333,0.620866603498975,-1.6400004422409933,0.5108287078056408,9.661218144184842
42,0.21281239768634727,1.8326,0.69,0.665,0.050000000000000044,0.0724999999999999,1.8326,1.666,0.585,0.59,0.6925,0.6925,0.0023106249999999386,0.0022581249999999303,0.6279999999999999,0.6489999999999999,0.33332654277648627,1.053225440530591,0.2158258604982792,0.3146365385112916,0.5979498262046169,-2.75174612859007,0.3913266892062132,8.082602333605227
43,0.2013305322128852,1.9991999999999999,0.69,0.665,0.04999999999999993,0.0724999999999999,2.1658,1.9992,0.585,0.59,0.6925,0.6925,0.0023106249999999377,0.0022581249999999295,0.6279999999999999,0.6489999999999999,0.4011062586489919,1.4498000786685796,0.1729212405419934,0.29729812220142077,0.5806465587101265,-2.7326445238137325,0.35218250958916125,6.986611633165286
44,0.35414165666266506,0.833,0.3725,0.535,0.02749999999999969,0.06458333333333299,0.4998,0.9996,0.27,0.315,0.455,0.4925,0.005608124999999997,0.004829374999999993,0.366,0.41050000000000003,-0.20813577616514362,1.9012821607098411,0.2967791458191544,0.40176570807353523,0.5178149138952195,-2.2919257202761028,0.30220393123065586,3.9108294371745442
45,0.3026210484193677,0.9996,0.3725,0.535,0.027499999999999802,0.06458333333333288,0.833,1.3328,0.27,0.315,0.455,0.4925,0.005608124999999998,0.004829374999999994,0.366,0.41050000000000003,0.1610867221313425,0.7600245550764199,0.4503253428535475,0.24545551453226422,0.5217302617889559,-2.0136775265366325,0.27203361696084344,4.041474727372233
46,0.33013205282112856,0.6663999999999999,0.5075,0.5975,0.045833333333333504,0.0462499999999999,1.2495,1.9992,0.4075,0.3925,0.5775,0.5475,0.004900000000000013,0.004345,0.49749999999999994,0.46049999999999996,0.1271097178988129,1.244648802480837,0.5008750290606384,0.43684745359635035,0.5954458584610848,-1.4806187699910531,0.44603563455061024,7.659589914323938
47,0.33013205282112845,0.6664000000000001,0.5075,0.5775,0.04583333333333317,0.045833333333333504,1.9992,2.1658,0.4075,0.3925,0.5775,0.5475,0.004900000000000015,0.004345000000000002,0.49750000000000016,0.46050000000000013,0.1627287625082929,2.0500089109724495,0.42201684605695755,0.44480664877405085,0.5843592024205926,-0.8501492374894216,0.47081177464077706,6.857991313182182
48,0.0,0.0,0.575,0.565,0.033333333333333104,0.05125000000000002,0.4998,0.833,0.455,0.475,0.5525,0.565,0.0016325000000000263,0.0016050000000000172,0.4995,0.5215,-0.14950000000377492,1.2461772218266072,0.8004392428837797,0.5593333333592416,0.5879370287549085,-0.22941104105846666,0.5412350789763698,7.05318434734996
49,0.0,0.0,0.635,0.565,0.044583333333332864,0.05125000000000024,0.4165,1.4161,0.455,0.475,0.5525,0.565,0.0016325000000000972,0.0016050000000000734,0.4995,0.5215,-0.14595982142857147,1.3353376481520316,0.8996607292069214,0.60453125,0.6109026589982745,-0.44538687622245554,0.5965964562443405,8.710207144203146
50,0.5852340936374546,0.16659999999999997,0.635,0.6275,0.044583333333332864,0.10250000000000004,1.3328,0.5831,0.56,0.56,0.6575,0.6575,0.0020468750000000027,0.0016981249999999998,0.615,0.6305,-0.05152777777777773,1.5002635962351698,1.0000725304959934,0.6202777777777776,0.6346980913474957,-0.546060644284746,0.5846896809305472,10.830969630239137
